year,Country_Code,GDP_Curr_USD,GDP_Curr_LCU,LCU_USD_ex_rate
1962,AFG,546666677.7777778,24600000500.0,0.022222222222222223
1963,AFG,751111191.111111,33800003599.999996,0.022222222222222223
1964,AFG,800000044.4444444,36000002000.0,0.022222222222222223
1965,AFG,1006666637.7777778,45299998700.0,0.022222222222222223
1966,AFG,1399999966.6666667,62999998500.00001,0.02222222222222222
1967,AFG,1673333417.7777777,75300003800.0,0.02222222222222222
1968,AFG,1373333366.6666667,61800001500.0,0.022222222222222223
1969,AFG,1408888922.2222223,63400001500.0,0.022222222222222223
1970,AFG,1748886595.5555556,78699896800.0,0.022222222222222223
1971,AFG,1831108971.1111112,82399903700.0,0.022222222222222223
1972,AFG,1595555475.5555556,71799996400.0,0.022222222222222223
1973,AFG,1733333264.4444444,77999996900.0,0.022222222222222223
1974,AFG,2155555497.7777777,96999997400.0,0.02222222222222222
1975,AFG,2366666615.555556,106499997700.00002,0.022222222222222223
1976,AFG,2555555566.6666665,115000000500.0,0.02222222222222222
1977,AFG,2953333417.7777777,132900003800.0,0.022222222222222223
1978,AFG,3300000108.888889,148500004900.0,0.022222222222222223
1979,AFG,3697940409.610984,161599995900.0,0.02288329519450801
1980,AFG,3641723321.995464,160599998499.99997,0.022675736961451247
1981,AFG,3478787909.0909095,172200001500.00003,0.0202020202020202
1982,AFG,,,
1983,AFG,,,
1984,AFG,,,
1985,AFG,,,
1986,AFG,,,
1987,AFG,,,
1988,AFG,,,
1989,AFG,,,
1990,AFG,,,
1991,AFG,,,
1992,AFG,,,
1993,AFG,,,
1994,AFG,,,
1995,AFG,,,
1996,AFG,,,
1997,AFG,,,
1998,AFG,,,
1999,AFG,,,
2000,AFG,,,
2001,AFG,,,
2002,AFG,4055179566.349814,182162721300.0,0.022261303176687963
2003,AFG,4515558808.109943,221358562999.99997,0.02039929581630842
2004,AFG,5226778808.892088,249791940700.0,0.02092452940733363
2005,AFG,6209137624.771814,308163225800.0,0.020148859776025277
2006,AFG,6971285594.680126,348048404600.0,0.02002964387293194
2007,AFG,9747879531.863108,485419056199.99994,0.020081369710065182
2008,AFG,10109225813.669569,515046858599.99994,0.019627778802784004
2009,AFG,12439087076.766651,611692107000.0,0.020335536349771227
2010,AFG,15856574731.44105,726231122700.0,0.02183406113537118
2011,AFG,17804292964.104454,850347275400.0001,0.020937672735800068
2012,AFG,20001598505.704224,1028794220100.0001,0.019441787400166423
2013,AFG,20561069558.21524,1138809791300.0,0.018054875990084263
2014,AFG,20484885119.73478,1176469485800.0,0.017412168668195456
2015,AFG,19907111418.99383,1222756495400.0,0.016280519869560476
2016,AFG,19362642266.648396,1314198682300.0,0.01473342084985318
2017,AFG,20191760000.058712,1375505093899.9998,0.014679523972396621
2018,AFG,19484384936.631172,1409469231300.0002,0.013823916481426187
2019,AFG,19101353832.737125,1482836187900.0,0.012881634524841586
1960,AGO,,,
1961,AGO,,,
1962,AGO,,,
1963,AGO,,,
1964,AGO,,,
1965,AGO,,,
1966,AGO,,,
1967,AGO,,,
1968,AGO,,,
1969,AGO,,,
1970,AGO,,,
1971,AGO,,,
1972,AGO,,,
1973,AGO,,,
1974,AGO,,,
1975,AGO,,,
1976,AGO,,,
1977,AGO,,,
1978,AGO,,,
1979,AGO,,,
1980,AGO,5930503400.832275,177.4288007461,33424694.164048404
1981,AGO,5550483035.90815,166.0593514683,33424694.164048404
1982,AGO,5550483035.90815,166.0593514683,33424694.164048404
1983,AGO,5784341596.363394,173.05593188,33424694.1640484
1984,AGO,6131475065.238319,183.4414710018,33424694.164048404
1985,AGO,7553560459.104278,226.00252893639998,33422459.89304813
1986,AGO,7072063345.447861,211.5961352958,33422459.893048126
1987,AGO,8083872012.473262,241.8694506132,33422459.893048126
1988,AGO,8769250549.735964,262.3759764481,33422459.893048134
1989,AGO,10201099039.565508,305.2168832638,33422459.893048126
1990,AGO,11228764963.161764,335.9646476978,33422459.893048126
1991,AGO,10603784541.19696,700.0,15148263.630281372
1992,AGO,8307810973.588479,3800.0,2186266.0456811786
1993,AGO,5768720421.613674,29400.0,196214.98032699572
1994,AGO,4438321017.390678,678100.0,6545.230817564781
1995,AGO,5538749259.94714,15015300.0,368.8736994896632
1996,AGO,7526446605.517117,835493000.0,9.008389783657213
1997,AGO,7648377412.832773,1751785000.0000002,4.366048009791597
1998,AGO,6506229607.294324,2555800000.0,2.5456724341866828
1999,AGO,6152922942.980315,17171000000.0,0.3583322429084104
2000,AGO,9129594818.607492,91666100000.0,0.0995961955249268
2001,AGO,8936063723.201212,197110800000.0,0.04533523136835329
2002,AGO,15285594828.417973,665385000000.0,0.022972556983427598
2003,AGO,17812705294.325005,1328940034999.9998,0.013403693789934628
2004,AGO,23552052407.548832,1967571431000.0,0.011970113021807153
2005,AGO,36970918699.25229,3222352000000.0,0.011473271293531026
2006,AGO,52381006892.03801,4209762000000.0,0.01244274780665463
2007,AGO,65266452081.38596,5006335000000.0,0.013036772825107781
2008,AGO,88538611205.14331,6643353030000.0,0.01332739819866886
2009,AGO,70307163678.238,5577340741700.0,0.012605857689951367
2010,AGO,83799496611.2004,7701651395700.0,0.01088071795329343
2011,AGO,111789686464.4413,10500941840100.0,0.010645681898508327
2012,AGO,128052853643.10555,12224949831600.0,0.0104747140403067
2013,AGO,136709862831.19368,13195003553700.0,0.01036072951968694
2014,AGO,145712200312.50507,14323859000000.0,0.010172691612819218
2015,AGO,116193649124.15137,13950290849400.0,0.008329120186705558
2016,AGO,101123851090.45537,16549565423599.998,0.006110362931116657
2017,AGO,122123822333.5905,20262296106300.0,0.006027146266785603
2018,AGO,101353230784.59375,25627742117300.0,0.003954824826966527
2019,AGO,94635415869.98508,34525441303099.996,0.002741034214137268
1960,ALB,,,
1961,ALB,,,
1962,ALB,,,
1963,ALB,,,
1964,ALB,,,
1965,ALB,,,
1966,ALB,,,
1967,ALB,,,
1968,ALB,,,
1969,ALB,,,
1970,ALB,,,
1971,ALB,,,
1972,ALB,,,
1973,ALB,,,
1974,ALB,,,
1975,ALB,,,
1976,ALB,,,
1977,ALB,,,
1978,ALB,,,
1979,ALB,,,
1980,ALB,,14991969999.999998,
1981,ALB,,15514160000.0,
1982,ALB,,15968780000.000002,
1983,ALB,,16142520000.0,
1984,ALB,1857338011.854882,15935959999.999998,0.11655011758657038
1985,ALB,1897050133.4201543,16276690000.0,0.11655011758657038
1986,ALB,2097326250.0,16778610000.0,0.125
1987,ALB,2080796249.9999998,16646369999.999998,0.125
1988,ALB,2051236249.9999998,16409889999.999998,0.125
1989,ALB,2253090000.0,18024720000.0,0.125
1990,ALB,2028553750.0,16228430000.0,0.125
1991,ALB,1099559027.7777777,15833650000.0,0.06944444444444443
1992,ALB,652174990.8373039,48934320000.0,0.013327558058174791
1993,ALB,1185315468.4629517,120976260000.0,0.009797917942437232
1994,ALB,1880951520.397196,177981840000.0,0.01056822156910613
1995,ALB,2392764853.421074,221803320000.0,0.010787777448151245
1996,ALB,3199642579.9697413,334359130000.0,0.009569478721785589
1997,ALB,2258515610.0886164,331324240000.0,0.006816632583503749
1998,ALB,2545967253.241598,384848410000.0,0.006615506747816882
1999,ALB,3212119044.170891,443593640000.0,0.00724112961622013
2000,ALB,3480355188.600633,501198990000.0,0.006944058663407588
2001,ALB,3922099470.973132,563448810000.0001,0.0069608798552137
2002,ALB,4348070165.192606,610494270000.0,0.007122212900036893
2003,ALB,5611492282.865817,677737520000.0,0.008279742698715894
2004,ALB,7184681398.569796,737655550000.0,0.00973988658876056
2005,ALB,8052075642.107813,804163209999.9999,0.010012986843936585
2006,ALB,8896073938.314066,872735100000.0,0.010193326632919962
2007,ALB,10677321490.380735,965527760000.0,0.011058533925923306
2008,ALB,12881354103.839819,1080676050000.0,0.011919718313216823
2009,ALB,12044223352.541271,1143937450000.0,0.01052874294179395
2010,ALB,11926928505.523075,1239645590000.0002,0.009621240620493049
2011,ALB,12890765324.225588,1300624080000.0,0.009911215333046569
2012,ALB,12319830252.476793,1332810980000.0,0.009243493966771488
2013,ALB,12776217194.792807,1350052650000.0,0.009463495512410429
2014,ALB,13228144008.342812,1395304629999.9998,0.009480470231323474
2015,ALB,11386846319.15892,1434306520000.0,0.007938921116498111
2016,ALB,11861200797.470652,1472479120000.0002,0.008055259077270073
2017,ALB,13019693450.881613,1550645490000.0,0.008396305625524769
2018,ALB,15147020535.386873,1635714630000.0,0.009260185277787039
2019,ALB,15278077446.864292,1678309030000.0,0.009103256416885449
1960,AND,,,
1961,AND,,,
1962,AND,,,
1963,AND,,,
1964,AND,,,
1965,AND,,,
1966,AND,,,
1967,AND,,,
1968,AND,,,
1969,AND,,,
1970,AND,78619206.08509627,33075100.0,2.376990729736154
1971,AND,89409820.35928144,37328600.0,2.395209580838323
1972,AND,113408231.94408491,43809600.0,2.588661661920787
1973,AND,150820102.7984009,52817200.0,2.855511136493432
1974,AND,186558696.27920392,64679900.0,2.884338044418806
1975,AND,220127246.37681162,75943900.0,2.8985507246376816
1976,AND,227281024.6207411,91389700.0,2.486943546381497
1977,AND,254020153.34063527,115960200.0,2.190580503833516
1978,AND,308008897.5694445,141930500.0,2.1701388888888893
1979,AND,411578334.15964305,166030700.0,2.478929102627665
1980,AND,446416105.8250174,192360700.0,2.3207240659085633
1981,AND,388958731.3029375,215833200.0,1.8021265092809517
1982,AND,375895956.3834621,248204100.0,1.5144631228229593
1983,AND,327861832.9466357,282616900.0,1.160092807424594
1984,AND,330070689.29828197,318914300.0,1.0349824052991101
1985,AND,346737964.77495104,354366200.0,0.9784735812133072
1986,AND,482000594.0358798,405699900.0,1.188071759534276
1987,AND,611316399.407088,453657900.0,1.3475272874275706
1988,AND,721425939.1515498,505070300.0,1.4283673760891302
1989,AND,795449332.3963457,565962200.0,1.4054813773717498
1990,AND,1029048481.8805093,630395100.0,1.632386549134835
1991,AND,1106928582.866293,691276900.0,1.6012810248198557
1992,AND,1210013651.8771331,744521400.0,1.6252234682268811
1993,AND,1007025755.0006536,770274000.0,1.3073604392731075
1994,AND,1017549124.332381,819228800.0,1.2420817289777666
1995,AND,1178738991.1929545,883347000.0,1.3344008540165468
1996,AND,1223945356.6268225,931789600.0,1.3135426244581636
1997,AND,1180597272.7272727,1038925600.0,1.1363636363636365
1998,AND,1211932397.817129,1088194100.0,1.1137097672346588
1999,AND,1239876305.135308,1163747900.0,1.065416577881952
2000,AND,1429049198.4521837,1551090000.0,0.9213193292795284
2001,AND,1546926174.4966445,1728690000.0,0.894854586129754
2002,AND,1755910031.9969885,1865830000.0,0.9410878976096367
2003,AND,2361726862.3024826,2092489999.9999998,1.128668171557562
2004,AND,2894921777.99851,2331570000.0,1.2416190712689346
2005,AND,3159905484.3924885,2540880000.0,1.2436264146250466
2006,AND,3456442102.6220045,2755130000.0,1.2545477355413372
2007,AND,3952600602.24473,2887770000.0,1.368738023542294
2008,AND,4085630584.444119,2789260000.0,1.4647722279185587
2009,AND,3674409558.210614,2644840000.0,1.3892747985551543
2010,AND,3449966856.6883206,2602310000.0,1.3257324671881217
2011,AND,3629203786.1915364,2607220000.0,1.3919821826280623
2012,AND,3188808942.5671334,2481850000.0,1.2848515996402414
2013,AND,3193704343.2062693,2404540000.0,1.3281976358082084
2014,AND,3271808157.300385,2462690000.0,1.3285505513484788
2015,AND,2789870187.5069346,2514510000.0,1.1095084877399313
2016,AND,2896679211.866283,2616860000.0,1.1069293779056897
2017,AND,3000180750.112969,2655760000.0,1.1296882060551288
2018,AND,3218316013.2262635,2725270000.0,1.1809163911195086
2019,AND,3154057987.23833,2817520000.0,1.119444755401321
1960,ARB,,,
1961,ARB,,,
1962,ARB,,,
1963,ARB,,,
1964,ARB,,,
1965,ARB,,,
1966,ARB,,,
1967,ARB,,,
1968,ARB,25891671667.29201,,
1969,ARB,28429218942.111176,,
1970,ARB,32013479420.5075,,
1971,ARB,37045225927.35523,,
1972,ARB,44182320594.2939,,
1973,ARB,55922135892.19589,,
1974,ARB,105711382036.58398,,
1975,ARB,117103504505.75043,,
1976,ARB,145485149110.35547,,
1977,ARB,167530518926.02295,,
1978,ARB,183969927475.1035,,
1979,ARB,248971217027.4692,,
1980,ARB,337549547244.9756,,
1981,ARB,348014409739.89655,,
1982,ARB,326468482079.2185,,
1983,ARB,306719348516.32367,,
1984,ARB,311103662288.9475,,
1985,ARB,307936049163.90656,,
1986,ARB,294002996370.77435,,
1987,ARB,313465089539.6826,,
1988,ARB,308330509427.8113,,
1989,ARB,323314077349.9051,,
1990,ARB,447404218571.6186,,
1991,ARB,441364876455.32556,,
1992,ARB,472480149505.78,,
1993,ARB,477835381695.08563,,
1994,ARB,488405203979.39136,,
1995,ARB,524727370529.9855,,
1996,ARB,579211260569.318,,
1997,ARB,614231323446.9408,,
1998,ARB,592474728278.1252,,
1999,ARB,644771018945.1865,,
2000,ARB,735810487829.1041,,
2001,ARB,724040283088.5739,,
2002,ARB,729796093462.44,,
2003,ARB,823992663640.0453,,
2004,ARB,965049505953.7457,,
2005,ARB,1186104638692.9197,,
2006,ARB,1405832084460.8506,,
2007,ARB,1639411682786.4233,,
2008,ARB,2079914135288.997,,
2009,ARB,1794335975358.4814,,
2010,ARB,2106020669993.1929,,
2011,ARB,2494062136233.614,,
2012,ARB,2772882408120.1333,,
2013,ARB,2855314187005.3086,,
2014,ARB,2892806937260.029,,
2015,ARB,2529694233782.415,,
2016,ARB,2463433552289.4023,,
2017,ARB,2513494434830.302,,
2018,ARB,2772024698688.1987,,
2019,ARB,2815410447182.2505,,
1960,ARE,,,
1961,ARE,,,
1962,ARE,,,
1963,ARE,,,
1964,ARE,,,
1965,ARE,,,
1966,ARE,,,
1967,ARE,,,
1968,ARE,,,
1969,ARE,,,
1970,ARE,,,
1971,ARE,,,
1972,ARE,,,
1973,ARE,,,
1974,ARE,,,
1975,ARE,14720672506.500391,58313000000.0,0.2524423800267589
1976,ARE,19213022691.052593,75951000000.0,0.25296602666261925
1977,ARE,24871775164.60431,97082000000.0,0.2561934773140676
1978,ARE,23775831783.426327,92041000000.0,0.25831783426327753
1979,ARE,31225463217.75821,119147000000.0,0.2620751107267343
1980,ARE,43598748449.04785,161638000000.0,0.26973080865296434
1981,ARE,49333424135.11305,181103000000.0,0.27240533914464726
1982,ARE,46622718605.28467,171152000000.0,0.27240533914464726
1983,ARE,42803323345.137566,157131000000.0,0.27240533914464726
1984,ARE,41807954235.90302,153477000000.0,0.2724053391446472
1985,ARE,40603650231.54454,149056000000.0,0.27240533914464726
1986,ARE,33943612094.79706,124607000000.0,0.27240533914464726
1987,ARE,36384908744.21139,133569000000.0,0.27240533914464726
1988,ARE,36275674203.214386,133168000000.0,0.27240533914464726
1989,ARE,41464995913.919914,152218000000.0,0.27240533914464726
1990,ARE,50701443748.29747,186125000000.0,0.27240533914464726
1991,ARE,51552165622.446205,189248000000.0,0.27240533914464726
1992,ARE,54239171887.769005,199112000000.0,0.27240533914464726
1993,ARE,55625170253.33697,204200000000.0,0.27240533914464726
1994,ARE,59305093979.84201,217709000000.0,0.27240533914464726
1995,ARE,65743666575.86489,241345000000.0,0.27240533914464726
1996,ARE,73571233996.18633,270080000000.0,0.2724053391446472
1997,ARE,78839008444.56552,289418000000.0,0.27240533914464726
1998,ARE,75674336283.18584,277914000000.0,0.2722940776038121
1999,ARE,84445473110.95984,310126000000.0,0.27229407760381213
2000,ARE,104337372362.15112,383179000000.0,0.27229407760381213
2001,ARE,103311640571.81757,379412000000.0,0.27229407760381213
2002,ARE,109816201497.61743,403300000000.0,0.27229407760381213
2003,ARE,124346358066.71205,456662000000.0,0.27229407760381213
2004,ARE,147824370319.94556,542885000000.0,0.27229407760381213
2005,ARE,180617467964.60178,663317651100.0,0.27229407760381213
2006,ARE,222116541865.21445,815723000000.0,0.27229407760381213
2007,ARE,257916133424.09802,947197000000.0,0.27229407760381213
2008,ARE,315474615738.5977,1158580526300.0,0.27229407760381213
2009,ARE,253547358747.44727,931152675000.0,0.27229407760381213
2010,ARE,289787338325.3914,1064244000000.0,0.27229407760381213
2011,ARE,350666031313.8189,1287821000000.0,0.2722940776038121
2012,ARE,374590605854.3227,1375684000000.0,0.27229407760381213
2013,ARE,390107556160.6535,1432670000000.0,0.27229407760381213
2014,ARE,403137100068.07355,1480521000000.0,0.27229407760381213
2015,ARE,358135057862.4915,1315251000000.0,0.27229407760381213
2016,ARE,357045064669.84344,1311248000000.0,0.27229407760381213
2017,ARE,385605506854.8809,1416136223924.55,0.27229407760381213
2018,ARE,422215043584.9694,1550584747565.8,0.27229407760381213
2019,ARE,421142267937.65015,1546644979001.02,0.27229407760381213
1960,ARG,,0.1315089166,
1961,ARG,,0.1668071896,
1962,ARG,24450604877.608116,0.2131359279,114718363621.35976
1963,ARG,18272123664.47152,0.2534708977,72087659097.24997
1964,ARG,25605249381.75971,0.359472096,71230144611.16812
1965,ARG,28344705966.63891,0.4818600118,58823528146.18619
1966,ARG,28630474727.90226,0.6012399793,47619046825.92065
1967,ARG,24256667553.25692,0.8004699945,30303031618.82843
1968,ARG,26436857247.498184,0.9252899885,28571429039.6196
1969,ARG,31256284543.61548,1.0939699411,28571429039.6196
1970,ARG,31584210365.54465,1.2001999617,26315790179.502926
1971,ARG,33293199095.488117,1.664659977,19999999732.971367
1972,ARG,34733000536.28621,2.7786400318,12500000049.94753
1973,ARG,52544000116.90373,4.7289600372,11111111048.427223
1974,ARG,72436777342.45541,6.5193099976,11111111048.427223
1975,ARG,52438647921.9226,19.402299881,2702702681.8235064
1976,ARG,51169499890.77222,102.33899688720001,500000014.1409654
1977,ARG,56781000100.944824,283.9049987793,200000001.215494
1978,ARG,58082870156.26343,708.6110229492,81967212.3000934
1979,ARG,69252328953.37886,1932.1400146484,35842293.22323776
1980,ARG,76961923741.94785,3840.3999023437996,20040080.64237735
1981,ARG,78676842366.42133,7474.299804687499,10526316.099479878
1982,ARG,84307486836.72403,21852.5,3858024.795182429
1983,ARG,103979106777.91103,109490.0,949667.6114522881
1984,ARG,79092001998.03204,790920.0,100000.00252621257
1985,ARG,88416668900.25958,5305000.0,16666.667087702088
1986,ARG,110934442762.69356,9984099.999999998,11111.1109426682
1987,ARG,111106191358.19745,23332300.0,4761.904799706735
1988,ARG,126206817196.09116,111062000.0,1136.36362748817
1989,ARG,76636898036.47119,3244039936.0000005,23.62390708758253
1990,ARG,141352368714.6913,68921999360.0,2.0509034854947554
1991,ARG,189719984268.48453,180898005000.0,1.048767697954903
1992,ARG,228788617201.69592,226638004200.0,1.0094891984655763
1993,ARG,236741715015.015,236504973300.0,1.001001001001001
1994,ARG,257440000000.0,257440000000.0,1.0
1995,ARG,258031750000.0,258031750000.0,1.0
1996,ARG,272149750000.0,272149750000.0,1.0
1997,ARG,292859000000.0,292859000000.0,1.0
1998,ARG,298948250000.0,298948250000.0,1.0
1999,ARG,283523000000.0,283523000000.0,1.0
2000,ARG,284203750000.0,284203750000.0,1.0
2001,ARG,268696750000.0,268696750000.0,1.0
2002,ARG,97724004251.8602,312580000000.0,0.31263677859063344
2003,ARG,127586973492.17664,375909500000.0,0.3394087499575739
2004,ARG,164657930452.78662,485115194700.0,0.33942027017853504
2005,ARG,198737095012.28165,582538172900.0,0.3411572052401747
2006,ARG,232557260817.3077,715904271700.0,0.32484407484407485
2007,ARG,287530508430.568,896980174099.9999,0.32055391716886783
2008,ARG,361558037110.41925,1149646090600.0,0.31449507815202693
2009,ARG,332976484577.6189,1247929268900.0,0.2668232029457282
2010,ARG,423627422092.4896,1661720925899.9998,0.2549329526334574
2011,ARG,530163281574.65753,2179024103600.0,0.24330308265005718
2012,ARG,545982375701.128,2637913848200.0,0.2069750595053296
2013,ARG,552025140252.2463,3348308488200.0,0.16486687000247302
2014,ARG,526319673731.6383,4579086425400.0,0.1149398864393922
2015,ARG,594749285413.2124,5954510895700.0,0.09988213907589044
2016,ARG,557531376217.9669,8228159556500.0,0.06775894079223753
2017,ARG,642695864756.3501,10644778799200.0,0.060376629414286315
2018,ARG,519871519807.795,14605790349000.0,0.03559352197899982
2019,ARG,449663446954.07275,21650350677600.0,0.020769337811202566
1960,ARM,,,
1961,ARM,,,
1962,ARM,,,
1963,ARM,,,
1964,ARM,,,
1965,ARM,,,
1966,ARM,,,
1967,ARM,,,
1968,ARM,,,
1969,ARM,,,
1970,ARM,,,
1971,ARM,,,
1972,ARM,,,
1973,ARM,,,
1974,ARM,,,
1975,ARM,,,
1976,ARM,,,
1977,ARM,,,
1978,ARM,,,
1979,ARM,,,
1980,ARM,,,
1981,ARM,,,
1982,ARM,,,
1983,ARM,,,
1984,ARM,,,
1985,ARM,,,
1986,ARM,,,
1987,ARM,,,
1988,ARM,,,
1989,ARM,,,
1990,ARM,2256838858.42714,50309999.99999999,44.85865351673903
1991,ARM,2068526521.9029896,79690000.0,25.95716554025586
1992,ARM,1272577456.127115,310190000.0,4.102574087259792
1993,ARM,1201313201.0127153,4218410000.0,0.2847786727730864
1994,ARM,1315158670.282853,187065008100.0,0.007030490007943142
1995,ARM,1468317350.06841,522255990800.00006,0.002811489721389731
1996,ARM,1596968913.2789712,661209022500.0,0.002415225532224148
1997,ARM,1639492424.3647203,804334993400.0001,0.002038320398612064
1998,ARM,1893726437.2646184,955384987600.0,0.0019821605550049554
1999,ARM,1845482181.4480083,987443691500.0,0.0018689492852443914
2000,ARM,1911563665.3900604,1031338300000.0,0.0018534787909942456
2001,ARM,2118467913.378734,1175876800000.0,0.0018016070334738589
2002,ARM,2376335048.3997555,1362471699999.9998,0.0017441353449027645
2003,ARM,2807061008.6908445,1624642700000.0,0.0017278020629956632
2004,ARM,3576615240.4161587,1907945400000.0,0.0018745899334520573
2005,ARM,4900469950.090335,2242880900000.0,0.0021848997644459563
2006,ARM,6384451606.1420965,2656189800000.0,0.0024036127260717954
2007,ARM,9206301700.396194,3149283400000.0,0.0029233004881034823
2008,ARM,11662040713.875309,3568227600000.0,0.003268300686277778
2009,ARM,8647936747.98704,3141651000000.0,0.002752672638681712
2010,ARM,9260284937.797815,3460202700000.0,0.0026762261464618286
2011,ARM,10142111334.496105,3777945600000.0,0.0026845572722106175
2012,ARM,10619320048.585737,4266460500000.0,0.0024890234067761175
2013,ARM,11121465767.406683,4555638200000.0,0.0024412530756737186
2014,ARM,11609512939.75425,4828626300000.0,0.0024043096770098465
2015,ARM,10553337672.987202,5043633200000.0,0.0020924078446044017
2016,ARM,10546135160.030987,5067293500000.0,0.0020812165626544004
2017,ARM,11527458565.73342,5564493300000.0,0.00207160974849829
2018,ARM,12457941907.033281,6017035200000.0,0.0020704452430381796
2019,ARM,13672802157.832392,6569030800000.0,0.002081403265430327
1960,ASM,,,
1961,ASM,,,
1962,ASM,,,
1963,ASM,,,
1964,ASM,,,
1965,ASM,,,
1966,ASM,,,
1967,ASM,,,
1968,ASM,,,
1969,ASM,,,
1970,ASM,,,
1971,ASM,,,
1972,ASM,,,
1973,ASM,,,
1974,ASM,,,
1975,ASM,,,
1976,ASM,,,
1977,ASM,,,
1978,ASM,,,
1979,ASM,,,
1980,ASM,,,
1981,ASM,,,
1982,ASM,,,
1983,ASM,,,
1984,ASM,,,
1985,ASM,,,
1986,ASM,,,
1987,ASM,,,
1988,ASM,,,
1989,ASM,,,
1990,ASM,,,
1991,ASM,,,
1992,ASM,,,
1993,ASM,,,
1994,ASM,,,
1995,ASM,,,
1996,ASM,,,
1997,ASM,,,
1998,ASM,,,
1999,ASM,,,
2000,ASM,,,
2001,ASM,,,
2002,ASM,514000000.0,514000000.0,1.0
2003,ASM,527000000.0,527000000.0,1.0
2004,ASM,512000000.0,512000000.0,1.0
2005,ASM,503000000.0,503000000.0,1.0
2006,ASM,496000000.0,496000000.0,1.0
2007,ASM,520000000.0,520000000.0,1.0
2008,ASM,563000000.0,563000000.0,1.0
2009,ASM,678000000.0,678000000.0,1.0
2010,ASM,576000000.0,576000000.0,1.0
2011,ASM,574000000.0,574000000.0,1.0
2012,ASM,644000000.0,644000000.0,1.0
2013,ASM,641000000.0,641000000.0,1.0
2014,ASM,642000000.0,642000000.0,1.0
2015,ASM,661000000.0,661000000.0,1.0
2016,ASM,652000000.0,652000000.0,1.0
2017,ASM,602000000.0,602000000.0,1.0
2018,ASM,636000000.0,636000000.0,1.0
2019,ASM,,,
1960,ATG,,,
1961,ATG,,,
1962,ATG,,,
1963,ATG,,,
1964,ATG,,,
1965,ATG,,,
1966,ATG,,,
1967,ATG,,,
1968,ATG,,,
1969,ATG,,,
1970,ATG,,,
1971,ATG,,,
1972,ATG,,,
1973,ATG,,,
1974,ATG,,,
1975,ATG,,,
1976,ATG,,,
1977,ATG,77496753.7037037,209241235.0,0.37037037037037035
1978,ATG,87879341.48148148,237274222.0,0.37037037037037035
1979,ATG,109079978.88888888,294515943.0,0.37037037037037035
1980,ATG,131431026.66666666,354863772.0,0.37037037037037035
1981,ATG,147841734.44444445,399172683.0,0.3703703703703704
1982,ATG,164369278.88888887,443797053.0,0.3703703703703703
1983,ATG,182144092.96296296,491789051.0,0.37037037037037035
1984,ATG,208372846.29629627,562606685.0,0.3703703703703703
1985,ATG,240923924.8148148,650494597.0,0.37037037037037035
1986,ATG,290440140.7407407,784188380.0,0.37037037037037035
1987,ATG,337174861.8518518,910372127.0,0.37037037037037035
1988,ATG,398637727.77777773,1076321865.0,0.37037037037037035
1989,ATG,438794788.5185185,1184745929.0,0.37037037037037035
1990,ATG,459469058.88888884,1240566459.0,0.37037037037037035
1991,ATG,481706333.3333333,1300607100.0,0.37037037037037035
1992,ATG,499281148.1481481,1348059100.0,0.37037037037037035
1993,ATG,535172777.77777773,1444966500.0,0.37037037037037035
1994,ATG,589429592.5925926,1591459900.0,0.37037037037037035
1995,ATG,577280740.7407407,1558658000.0,0.3703703703703703
1996,ATG,633730629.6296296,1711072700.0,0.37037037037037035
1997,ATG,680617111.111111,1837666200.0,0.37037037037037035
1998,ATG,727860592.5925926,1965223600.0,0.37037037037037035
1999,ATG,766198925.9259257,2068737099.9999998,0.3703703703703703
2000,ATG,830158777.7777777,2241428700.0,0.37037037037037035
2001,ATG,800740259.2592592,2161998700.0,0.37037037037037035
2002,ATG,814615333.3333333,2199461400.0,0.37037037037037035
2003,ATG,855643111.111111,2310236400.0,0.37037037037037035
2004,ATG,919577148.1481481,2482858300.0,0.37037037037037035
2005,ATG,1022191296.296296,2759916499.9999995,0.37037037037037035
2006,ATG,1157005444.4444444,3123914700.0,0.37037037037037035
2007,ATG,1311401333.3333335,3540783600.0000005,0.37037037037037035
2008,ATG,1368431037.0370371,3694763800.0000005,0.37037037037037035
2009,ATG,1224252999.9999998,3305483099.9999995,0.37037037037037035
2010,ATG,1148700000.0,3101490000.0,0.37037037037037035
2011,ATG,1137637037.037037,3071619999.9999995,0.3703703703703704
2012,ATG,1199948148.1481483,3239860000.0000005,0.37037037037037035
2013,ATG,1181448148.148148,3189910000.0,0.37037037037037035
2014,ATG,1249733333.3333333,3374280000.0,0.37037037037037035
2015,ATG,1336692592.5925927,3609070000.0000005,0.37037037037037035
2016,ATG,1436585185.1851852,3878780000.0000005,0.37037037037037035
2017,ATG,1467977777.7777777,3963540000.0,0.37037037037037035
2018,ATG,1610574074.074074,4348550000.0,0.37037037037037035
2019,ATG,1727759259.2592592,4664950000.0,0.37037037037037035
1960,AUS,18577668271.922947,16588000000.0,1.1199462425803561
1961,AUS,19652816664.80009,17548000000.0,1.1199462425803561
1962,AUS,19892485160.712284,17762000000.0,1.1199462425803561
1963,AUS,21507447642.513157,19204000000.0,1.119946242580356
1964,AUS,23764139321.312576,21219000000.0,1.1199462425803561
1965,AUS,25936835031.91847,23159000000.0,1.1199462425803561
1966,AUS,27268451114.34651,24348000000.0,1.1199462425803561
1967,AUS,30397580916.11603,27142000000.000004,1.1199462425803561
